,image_path,image_id,question,answer,type,Tm,Tc,Ti
44,COCO_val2014_000000014831.jpg,14831,Is the animal shedding?,no,text only,,,
45,COCO_val2014_000000014845.jpg,14845,How many boats have blue bottoms?,1,text only,,,
46,COCO_val2014_000000014869.jpg,14869,Should this bench be repainted?,no,text only,,,
47,COCO_val2014_000000014874.jpg,14874,What color are the man's pants?,black,text only,,,
48,COCO_val2014_000000014880.jpg,14880,What does that sign say?,stop,text only,,,
49,COCO_val2014_000000014888.jpg,14888,What is the occupation of the man running this place?,farmer,text only,,,
50,COCO_val2014_000000014892.jpg,14892,Is the baby really brushing his teeth?,no,text only,,,
51,COCO_val2014_000000014921.jpg,14921,What are they pictures of?,flowers,text only,,,
52,COCO_val2014_000000014940.jpg,14940,What color pillow is the cat lying on?,blue,text only,,,
53,COCO_val2014_000000014941.jpg,14941,What is the child holding?,teddy bear,text only,,,
54,COCO_val2014_000000014961.jpg,14961,Does the tie look good?,yes,text only,,,
55,COCO_val2014_000000014975.jpg,14975,Are the people in this photo happy?,yes,text only,,,
56,COCO_val2014_000000014990.jpg,14990,What is standing between the two elephants?,man,text only,,,
57,COCO_val2014_000000015006.jpg,15006,What is on the toilet walls?,graffiti,text only,,,
58,COCO_val2014_000000015017.jpg,15017,What are the last 2 digits behind the man?,74,text only,,,
59,COCO_val2014_000000015029.jpg,15029,How many hands?,2,text only,,,
60,COCO_val2014_000000015032.jpg,15032,What color is the catchers shirt?,blue,text only,,,
61,COCO_val2014_000000015050.jpg,15050,What is the human wearing on their head?,helmet,text only,,,
62,COCO_val2014_000000015055.jpg,15055,Is the person wearing a watch?,no,text only,,,
63,COCO_val2014_000000015067.jpg,15067,What is the large set up objects to the left?,ramps,text only,,,
64,COCO_val2014_000000015070.jpg,15070,Why are the cats looking out the window?,at squirrel,text only,,,
65,COCO_val2014_000000015074.jpg,15074,Is there a game console in the picture?,no,text only,,,
66,COCO_val2014_000000015079.jpg,15079,What eating utensil is on the plate?,knife,text only,,,
67,COCO_val2014_000000015085.jpg,15085,Are the trees behind the giraffe?,yes,text only,,,
68,COCO_val2014_000000015113.jpg,15113,What is on the tree?,bird,text only,,,
69,COCO_val2014_000000015140.jpg,15140,What color is the cat on her legs?,white,text only,,,
70,COCO_val2014_000000015148.jpg,15148,What are they taking a break from?,tennis,text only,,,
71,COCO_val2014_000000015155.jpg,15155,What is on top of the cake?,chocolate,text only,,,
72,COCO_val2014_000000015157.jpg,15157,Is this a country road?,no,text only,,,
73,COCO_val2014_000000015180.jpg,15180,Is there food on the plates?,no,text only,,,
74,COCO_val2014_000000015254.jpg,15254,Is this a children's meal?,yes,text only,,,
75,COCO_val2014_000000015259.jpg,15259,Are the flowers indoors?,no,text only,,,
76,COCO_val2014_000000015260.jpg,15260,What is this food?,cake,text only,,,
77,COCO_val2014_000000015267.jpg,15267,Can the cat see its image in the mirror?,yes,text only,,,
78,COCO_val2014_000000015272.jpg,15272,What color of light is on?,red,text only,,,
79,COCO_val2014_000000015278.jpg,15278,Are these vegetables cooked?,yes,text only,,,
80,COCO_val2014_000000015301.jpg,15301,How many lines are there on the zebras?,100,text only,,,
81,COCO_val2014_000000015303.jpg,15303,Why does the man wear a wetsuit?,cold water,text only,,,
82,COCO_val2014_000000015335.jpg,15335,Does her surroundings look soft?,yes,text only,,,
83,COCO_val2014_000000015338.jpg,15338,What color is the bench?,brown,text only,,,
84,COCO_val2014_000000015345.jpg,15345,Have they finished eating?,yes,text only,,,
85,COCO_val2014_000000015386.jpg,15386,Could it be Christmas season?,yes,text only,,,
86,COCO_val2014_000000015440.jpg,15440,What type of vehicles are parked in the background?,bus,text only,,,
87,COCO_val2014_000000015469.jpg,15469,What team does the man play for?,orioles,text only,,,
88,COCO_val2014_000000015497.jpg,15497,Is the cat playing?,yes,text only,,,
89,COCO_val2014_000000015517.jpg,15517,Is there Asian characters on yellow banners?,yes,text only,,,
90,COCO_val2014_000000015528.jpg,15528,Are these bears in a pool?,no,text only,,,
91,COCO_val2014_000000015542.jpg,15542,Is there catsup on the plate for the French fries?,yes,text only,,,
92,COCO_val2014_000000015559.jpg,15559,What sport is the woman participating in?,skiing,text only,,,
93,COCO_val2014_000000015565.jpg,15565,What color are the zebras?,black and white,text only,,,
94,COCO_val2014_000000015566.jpg,15566,"If I turn left at the light, what street will I be on?",19th street,text only,,,
95,COCO_val2014_000000015567.jpg,15567,What color is the cat?,gray and white,text only,,,
96,COCO_val2014_000000015581.jpg,15581,What color is his tie?,rainbow,text only,,,
97,COCO_val2014_000000015596.jpg,15596,How many motorcycles are there?,2,text only,,,
98,COCO_val2014_000000015597.jpg,15597,What kind of shoes is the skateboarder wearing?,boots,text only,,,
99,COCO_val2014_000000015599.jpg,15599,Are the animals all adults?,no,text only,,,
100,COCO_val2014_000000015600.jpg,15600,Who is wearing glasses?,girl,text only,,,
101,COCO_val2014_000000015614.jpg,15614,What color is the grass?,green,text only,,,
102,COCO_val2014_000000015660.jpg,15660,What color is the parachute on the far left?,yellow,text only,,,
103,COCO_val2014_000000015663.jpg,15663,Is the woman in the pink tank top wearing a helmet?,no,text only,,,
104,COCO_val2014_000000015667.jpg,15667,Is this a straight road?,no,text only,,,
105,COCO_val2014_000000015681.jpg,15681,Is the bird on the ground?,yes,text only,,,
106,COCO_val2014_000000015687.jpg,15687,What brand of vehicle is advertised during the match?,kia,text only,,,
107,COCO_val2014_000000015690.jpg,15690,Where are the elephant tusks?,on their face,text only,,,
108,COCO_val2014_000000015709.jpg,15709,Is this an airport?,yes,text only,,,
109,COCO_val2014_000000015725.jpg,15725,Are there any letters in this image?,yes,text only,,,
110,COCO_val2014_000000015735.jpg,15735,Are there any toppings?,yes,text only,,,
111,COCO_val2014_000000015738.jpg,15738,Is he playing baseball?,no,text only,,,
112,COCO_val2014_000000015746.jpg,15746,Is this outdoors?,yes,text only,,,
113,COCO_val2014_000000015751.jpg,15751,Is this the roof?,yes,text only,,,
114,COCO_val2014_000000015778.jpg,15778,What color are the boys shoes?,red,text only,,,
115,COCO_val2014_000000015797.jpg,15797,Will someone be injured?,no,text only,,,
116,COCO_val2014_000000015802.jpg,15802,What does the sign say?,stop,text only,,,
117,COCO_val2014_000000015810.jpg,15810,What can we at the bottom right of the picture?,hand,text only,,,
118,COCO_val2014_000000015811.jpg,15811,What color is the giraffe?,brown and white,text only,,,
119,COCO_val2014_000000015818.jpg,15818,What is the man carrying?,surfboard,text only,,,
120,COCO_val2014_000000015826.jpg,15826,How many people have theirs shirts off?,3,text only,,,
121,COCO_val2014_000000015827.jpg,15827,What color is the license plate?,red,text only,,,
122,COCO_val2014_000000015839.jpg,15839,Does this room look messy?,yes,text only,,,
123,COCO_val2014_000000015846.jpg,15846,What is the number on the back of the man's shirt?,11,text only,,,
124,COCO_val2014_000000015850.jpg,15850,What is the food in?,chopping board,text only,,,
125,COCO_val2014_000000015862.jpg,15862,Where is the streetlamp?,next to fire hydrant,text only,,,
126,COCO_val2014_000000015883.jpg,15883,What is on the racks behind the man?,bread,text only,,,
127,COCO_val2014_000000015908.jpg,15908,What are they doing?,skateboarding,text only,,,
128,COCO_val2014_000000015918.jpg,15918,What does this overlook?,forest,text only,,,
129,COCO_val2014_000000015947.jpg,15947,How many lights are on the ceiling?,4,text only,,,
130,COCO_val2014_000000015953.jpg,15953,Is this cupcake homemade?,yes,text only,,,
131,COCO_val2014_000000015954.jpg,15954,What is in the background?,people,text only,,,
132,COCO_val2014_000000015956.jpg,15956,What color is the horse?,brown,text only,,,
133,COCO_val2014_000000015968.jpg,15968,What is this person's gender?,male,text only,,,
134,COCO_val2014_000000015978.jpg,15978,What color is the cat's tie?,yellow,text only,,,
135,COCO_val2014_000000015984.jpg,15984,Is this cow sad?,no,text only,,,
136,COCO_val2014_000000015987.jpg,15987,Are the elephants playing?,yes,text only,,,
137,COCO_val2014_000000015994.jpg,15994,What is she doing with her middle finger?,giving finger,text only,,,
138,COCO_val2014_000000016005.jpg,16005,How many barrels do you see?,1,text only,,,
139,COCO_val2014_000000016010.jpg,16010,Are they in the wild or in civilization with modern amenities?,civilization,text only,,,
140,COCO_val2014_000000016025.jpg,16025,What color is the cat?,black,text only,,,
141,COCO_val2014_000000016030.jpg,16030,How many glasses have clear liquid in them?,2,text only,,,
142,COCO_val2014_000000016046.jpg,16046,What color is the elephant?,gray,text only,,,
143,COCO_val2014_000000016064.jpg,16064,Is he catching the moon?,no,text only,,,
144,COCO_val2014_000000016076.jpg,16076,What is the man near the pole doing with his legs?,spreading,text only,,,
145,COCO_val2014_000000016098.jpg,16098,How many hands are shown?,2,text only,,,
146,COCO_val2014_000000016161.jpg,16161,Are these better tasting when frozen?,no,text only,,,
147,COCO_val2014_000000016164.jpg,16164,Is the dog on the right bored?,yes,text only,,,
148,COCO_val2014_000000016180.jpg,16180,What kind of dog is on the dashboard?,poodle,text only,,,
149,COCO_val2014_000000016193.jpg,16193,What color is the grass?,green,text only,,,
150,COCO_val2014_000000016228.jpg,16228,Is the  carriage full of passengers?,no,text only,,,
151,COCO_val2014_000000016237.jpg,16237,What kind of animal is shown?,horse,text only,,,
152,COCO_val2014_000000016238.jpg,16238,How many giraffes are there?,3,text only,,,
153,COCO_val2014_000000016241.jpg,16241,What building name is seen?,chase,text only,,,
154,COCO_val2014_000000016249.jpg,16249,Are the people waiting for something?,yes,text only,,,
155,COCO_val2014_000000016257.jpg,16257,How many people are shown?,1,text only,,,
156,COCO_val2014_000000016285.jpg,16285,Is the lady wearing jeans?,yes,text only,,,
157,COCO_val2014_000000016308.jpg,16308,What game is this?,tennis,text only,,,
158,COCO_val2014_000000016318.jpg,16318,Is there a brick wall next to the steps?,yes,text only,,,
159,COCO_val2014_000000016327.jpg,16327,What is written on the tent?,hurley,text only,,,
160,COCO_val2014_000000016356.jpg,16356,Are they both wearing hats?,no,text only,,,
161,COCO_val2014_000000016360.jpg,16360,What white substance is on the top of the cake?,whipped cream,text only,,,
162,COCO_val2014_000000016377.jpg,16377,How many benches are there?,3,text only,,,
163,COCO_val2014_000000016382.jpg,16382,Is the man alone?,no,text only,,,
164,COCO_val2014_000000016410.jpg,16410,How many vases do you see?,1,text only,,,
165,COCO_val2014_000000016439.jpg,16439,What color is the lamp?,black,text only,,,
166,COCO_val2014_000000016451.jpg,16451,How many surfboards are there?,2,text only,,,
167,COCO_val2014_000000016466.jpg,16466,Is this area residential?,yes,text only,,,
168,COCO_val2014_000000016491.jpg,16491,What game are the people playing?,baseball,text only,,,
169,COCO_val2014_000000016497.jpg,16497,What is the person holding?,skateboard,text only,,,
170,COCO_val2014_000000016499.jpg,16499,Is this in the countryside?,yes,text only,,,
171,COCO_val2014_000000016502.jpg,16502,What is the goat standing on?,rock,text only,,,
172,COCO_val2014_000000016521.jpg,16521,Why is the woman in danger?,banana peel,text only,,,
173,COCO_val2014_000000016523.jpg,16523,What room is this?,bathroom,text only,,,
174,COCO_val2014_000000016546.jpg,16546,What are in the people's hands?,ski poles,text only,,,
175,COCO_val2014_000000016574.jpg,16574,How many people?,7,text only,,,
176,COCO_val2014_000000016590.jpg,16590,How many people are in the picture?,3,text only,,,
177,COCO_val2014_000000016593.jpg,16593,What hand is this?,right,text only,,,
178,COCO_val2014_000000016598.jpg,16598,Is the woman's hair a natural color?,no,text only,,,
179,COCO_val2014_000000016599.jpg,16599,What is at the top of the tower?,clock,text only,,,
180,COCO_val2014_000000016606.jpg,16606,Is the mouse on a mouse pad?,no,text only,,,
181,COCO_val2014_000000016631.jpg,16631,What color are the clouds?,gray,text only,,,
182,COCO_val2014_000000016689.jpg,16689,Are those instruments on the side of the building?,no,text only,,,
183,COCO_val2014_000000016704.jpg,16704,What is this animal doing?,standing,text only,,,
184,COCO_val2014_000000016716.jpg,16716,How many zebras are in the photo?,3,text only,,,
185,COCO_val2014_000000016730.jpg,16730,What kind of dog is that?,golden retriever,text only,,,
186,COCO_val2014_000000016732.jpg,16732,What color are the scissor handles?,red,text only,,,
187,COCO_val2014_000000016733.jpg,16733,What is the food on the right?,pizza,text only,,,
188,COCO_val2014_000000016744.jpg,16744,What color is the person's helmet?,black,text only,,,
189,COCO_val2014_000000016761.jpg,16761,How many dogs?,2,text only,,,
190,COCO_val2014_000000016775.jpg,16775,Are they training?,no,text only,,,
191,COCO_val2014_000000016776.jpg,16776,Was this picture taken in Australia?,yes,text only,,,
192,COCO_val2014_000000016817.jpg,16817,Is it cold?,yes,text only,,,
193,COCO_val2014_000000016838.jpg,16838,What kind of car is that?,delorean,text only,,,
194,COCO_val2014_000000016848.jpg,16848,Where is the dinner plate?,table,text only,,,
195,COCO_val2014_000000016875.jpg,16875,Where is the cat?,on bed,text only,,,
196,COCO_val2014_000000016879.jpg,16879,What number is on the red shirt?,19,text only,,,
197,COCO_val2014_000000016896.jpg,16896,What color is the kitchen's wall?,green,text only,,,
198,COCO_val2014_000000016897.jpg,16897,Are all the individuals using electronic devices?,yes,text only,,,
199,COCO_val2014_000000016903.jpg,16903,What shape is the sign?,square,text only,,,
200,COCO_val2014_000000016905.jpg,16905,In what setting is the woman petting the elephant?,zoo,original VQA,,,
201,COCO_val2014_000000016928.jpg,16928,What type of tarnish is on the scissors?,rust,original VQA,,,
202,COCO_val2014_000000016931.jpg,16931,What is on the ground?,snow,original VQA,,,
203,COCO_val2014_000000016958.jpg,16958,Is this a bathtub?,no,original VQA,,,
204,COCO_val2014_000000016959.jpg,16959,What letters are on the surfboard?,nsp,original VQA,,,
205,COCO_val2014_000000016961.jpg,16961,What is the man doing?,skateboarding,original VQA,,,
206,COCO_val2014_000000016977.jpg,16977,Are there people driving?,no,original VQA,,,
207,COCO_val2014_000000016995.jpg,16995,What kind of animal is this?,giraffe,original VQA,,,
208,COCO_val2014_000000017003.jpg,17003,Is this man blind?,no,original VQA,,,
209,COCO_val2014_000000017018.jpg,17018,Are the skiers downhill skiing or cross-country skiing?,cross country,original VQA,,,
210,COCO_val2014_000000017029.jpg,17029,Is this a poodle?,no,original VQA,,,
211,COCO_val2014_000000017031.jpg,17031,Is the Giraffe in the shade?,yes,original VQA,,,
212,COCO_val2014_000000017073.jpg,17073,Are these people walking on the road?,no,original VQA,,,
213,COCO_val2014_000000017089.jpg,17089,How many babies in this picture?,1,original VQA,,,
214,COCO_val2014_000000017095.jpg,17095,Is this woman doing something active?,no,original VQA,,,
215,COCO_val2014_000000017115.jpg,17115,Are these animals in a zoo-type of location?,yes,original VQA,,,
216,COCO_val2014_000000017152.jpg,17152,What types of food are under the main food?,fries,original VQA,,,
217,COCO_val2014_000000017178.jpg,17178,What is in the middle of the street?,horses,original VQA,,,
218,COCO_val2014_000000017179.jpg,17179,Is the cat real?,yes,original VQA,,,
219,COCO_val2014_000000017182.jpg,17182,What is written on the chalkboard?,nothing,original VQA,,,
220,COCO_val2014_000000017198.jpg,17198,What national flag is on this train?,usa,original VQA,,,
221,COCO_val2014_000000017207.jpg,17207,What is this vehicle?,bus,original VQA,,,
222,COCO_val2014_000000017235.jpg,17235,Is the room lit naturally?,yes,original VQA,,,
223,COCO_val2014_000000017244.jpg,17244,What lane is he in?,bike lane,original VQA,,,
224,COCO_val2014_000000017260.jpg,17260,Would you eat that duck?,no,original VQA,,,
225,COCO_val2014_000000017267.jpg,17267,What is the person in uniform looking at?,traffic,original VQA,,,
226,COCO_val2014_000000017272.jpg,17272,Are all of the umbrellas striped?,yes,original VQA,,,
227,COCO_val2014_000000017273.jpg,17273,Does the man have a cell phone?,yes,original VQA,,,
228,COCO_val2014_000000017282.jpg,17282,Does the elephant have tusks?,yes,original VQA,,,
229,COCO_val2014_000000017311.jpg,17311,What color is the animal's blanket?,black,original VQA,,,
230,COCO_val2014_000000017313.jpg,17313,Is she holding the candle?,yes,original VQA,,,
231,COCO_val2014_000000017328.jpg,17328,Can one see snow?,yes,original VQA,,,
232,COCO_val2014_000000017350.jpg,17350,Do both dogs have leashes attached?,yes,original VQA,,,
233,COCO_val2014_000000017364.jpg,17364,What time of year is it?,summer,original VQA,,,
234,COCO_val2014_000000017365.jpg,17365,Are they flying a kite?,no,original VQA,,,
235,COCO_val2014_000000017366.jpg,17366,What is in the bag?,peanuts,original VQA,,,
236,COCO_val2014_000000017379.jpg,17379,Is there a bathroom stall?,yes,original VQA,,,
237,COCO_val2014_000000017409.jpg,17409,What kind of alcohol is on the table?,champagne,original VQA,,,
238,COCO_val2014_000000017425.jpg,17425,What game system are they playing with?,wii,original VQA,,,
239,COCO_val2014_000000017436.jpg,17436,Where is the man in the picture?,bench,original VQA,,,
240,COCO_val2014_000000017449.jpg,17449,What color is the shirt?,orange,original VQA,,,
241,COCO_val2014_000000017482.jpg,17482,What color is batters uniform?,white,original VQA,,,
242,COCO_val2014_000000017484.jpg,17484,Does the girl have a tattoo?,yes,original VQA,,,
243,COCO_val2014_000000017534.jpg,17534,What color is his uniform?,white,original VQA,,,
244,COCO_val2014_000000017613.jpg,17613,What is the shape of the street signs?,rectangle,original VQA,,,
245,COCO_val2014_000000017627.jpg,17627,Is there handicapped parking here?,no,original VQA,,,
246,COCO_val2014_000000017655.jpg,17655,What kind of furniture is the dog sitting on?,couch,original VQA,,,
247,COCO_val2014_000000017667.jpg,17667,What's the main color of the ship?,red,original VQA,,,
248,COCO_val2014_000000017707.jpg,17707,What is on the ground?,sand,original VQA,,,
249,COCO_val2014_000000017708.jpg,17708,Is it possible for the creature on the bank to cross the water on it's own?,yes,original VQA,,,
250,COCO_val2014_000000017714.jpg,17714,How many mugs?,2,original VQA,,,
251,COCO_val2014_000000017741.jpg,17741,Is that a castle?,yes,original VQA,,,
252,COCO_val2014_000000017755.jpg,17755,What does the boy wear for safety?,helmet,original VQA,,,
253,COCO_val2014_000000017756.jpg,17756,What animal is in the background?,swan,original VQA,,,
254,COCO_val2014_000000017769.jpg,17769,Is this bear alive?,no,original VQA,,,
255,COCO_val2014_000000017776.jpg,17776,Is she wearing winter clothes?,yes,original VQA,,,
256,COCO_val2014_000000017778.jpg,17778,Are there more berries or leaves?,leaves,original VQA,,,
257,COCO_val2014_000000017859.jpg,17859,Is there a sunset?,yes,original VQA,,,
258,COCO_val2014_000000017867.jpg,17867,Is this table set?,yes,original VQA,,,
259,COCO_val2014_000000017869.jpg,17869,What is on the man's face?,sunglasses,original VQA,,,
260,COCO_val2014_000000017882.jpg,17882,Can you count all these bicycles?,yes,original VQA,,,
261,COCO_val2014_000000017899.jpg,17899,What is on the table?,food,original VQA,,,
262,COCO_val2014_000000017905.jpg,17905,What color is the stop light?,red,original VQA,,,
263,COCO_val2014_000000017909.jpg,17909,Are there any yogurts in the fridge?,yes,original VQA,,,
264,COCO_val2014_000000017921.jpg,17921,Why is the room roped off?,museum,original VQA,,,
265,COCO_val2014_000000017923.jpg,17923,What type of animal is this?,dog,original VQA,,,
266,COCO_val2014_000000017927.jpg,17927,Is someone sitting down?,no,original VQA,,,
267,COCO_val2014_000000017944.jpg,17944,What kind of building is this?,church,original VQA,,,
268,COCO_val2014_000000017953.jpg,17953,Are there plants in the flower pot?,no,original VQA,,,
269,COCO_val2014_000000017959.jpg,17959,What are the kites sitting on?,grass,original VQA,,,
270,COCO_val2014_000000017966.jpg,17966,How many animals are there?,1,original VQA,,,
271,COCO_val2014_000000017972.jpg,17972,What is the person cutting?,paper,original VQA,,,
272,COCO_val2014_000000017984.jpg,17984,What are the animals getting out of?,water,original VQA,,,
273,COCO_val2014_000000018014.jpg,18014,What is the shape of the pizza?,circle,original VQA,,,
274,COCO_val2014_000000018022.jpg,18022,What color is the  horse's nose?,white,original VQA,,,
275,COCO_val2014_000000018046.jpg,18046,What is drawn on the bus?,horse,original VQA,,,
276,COCO_val2014_000000018058.jpg,18058,What shouldn't you do according to the sign?,drink and drive,original VQA,,,
277,COCO_val2014_000000018073.jpg,18073,Is the man surfing?,yes,original VQA,,,
278,COCO_val2014_000000018098.jpg,18098,How big is the cat?,no cat,original VQA,,,
279,COCO_val2014_000000018111.jpg,18111,Is he running?,yes,original VQA,,,
280,COCO_val2014_000000018136.jpg,18136,Is the boat moving?,yes,original VQA,,,
281,COCO_val2014_000000018148.jpg,18148,How many elephants are there near the water?,0,original VQA,,,
282,COCO_val2014_000000018149.jpg,18149,What animal is in the photo?,dog,original VQA,,,
283,COCO_val2014_000000018150.jpg,18150,What kind of pizza is the man feeding the kid?,sausage,original VQA,,,
284,COCO_val2014_000000018158.jpg,18158,How many buses?,1,original VQA,,,
285,COCO_val2014_000000018191.jpg,18191,What color is the hydrant?,black,original VQA,,,
286,COCO_val2014_000000018193.jpg,18193,Is this a camping scene?,yes,original VQA,,,
287,COCO_val2014_000000018224.jpg,18224,Is she moving fast or slow?,slow,original VQA,,,
288,COCO_val2014_000000018239.jpg,18239,What animals are in the photo?,cows,original VQA,,,
289,COCO_val2014_000000018267.jpg,18267,Is it dimly lit here?,yes,original VQA,,,
290,COCO_val2014_000000018291.jpg,18291,What's in the vase?,flowers,original VQA,,,
291,COCO_val2014_000000018295.jpg,18295,Is this a safe place for a person to walk?,no,original VQA,,,
292,COCO_val2014_000000018319.jpg,18319,What number is sideways and in white on the tennis racket?,375,original VQA,,,
293,COCO_val2014_000000018336.jpg,18336,What is the kid eating?,apple,original VQA,,,
294,COCO_val2014_000000018350.jpg,18350,Is this information on the clock often conveyed with temperature readings?,no,original VQA,,,
295,COCO_val2014_000000018358.jpg,18358,Where is the guy's left hand?,water,original VQA,,,
296,COCO_val2014_000000018366.jpg,18366,What year might this picture have been taken in?,2016,original VQA,,,
297,COCO_val2014_000000018380.jpg,18380,"Counting only the adults seated at the table, what is the ratio of women to men?",3:1,original VQA,,,
298,COCO_val2014_000000018412.jpg,18412,Is this child cutting her hair?,no,original VQA,,,
299,COCO_val2014_000000018426.jpg,18426,What is the lady riding?,motorcycle,original VQA,,,
300,COCO_val2014_000000018442.jpg,18442,What utensil is being used?,spoon,original VQA,,,
301,COCO_val2014_000000018444.jpg,18444,Does the man have chest hair?,yes,original VQA,,,
302,COCO_val2014_000000018461.jpg,18461,Is there a water bottle in the picture?,yes,original VQA,,,
303,COCO_val2014_000000018462.jpg,18462,What is the color of the bus approaching?,red,original VQA,,,
304,COCO_val2014_000000018476.jpg,18476,What color of shirt is layer out?,white,original VQA,,,
305,COCO_val2014_000000018480.jpg,18480,What are the people holding?,frisbees,original VQA,,,
306,COCO_val2014_000000018485.jpg,18485,What is the bench sitting on?,grass,original VQA,,,
307,COCO_val2014_000000018490.jpg,18490,What color is the motorcycle in the middle?,black,original VQA,,,
308,COCO_val2014_000000018491.jpg,18491,Are the people behind the fence interested in the game?,yes,original VQA,,,
309,COCO_val2014_000000018519.jpg,18519,What color is the graffiti?,blue,original VQA,,,
310,COCO_val2014_000000018525.jpg,18525,What does the sign say?,truck stop,original VQA,,,
311,COCO_val2014_000000018531.jpg,18531,What are they making?,stir fry,original VQA,,,
312,COCO_val2014_000000018534.jpg,18534,What color are the cows?,black and white,original VQA,,,
313,COCO_val2014_000000018553.jpg,18553,Are the dogs friendly?,yes,original VQA,,,
314,COCO_val2014_000000018563.jpg,18563,Is person doing home improvement?,no,original VQA,,,
315,COCO_val2014_000000018575.jpg,18575,What's is on the plate?,food,original VQA,,,
316,COCO_val2014_000000018654.jpg,18654,Did one of the men just fall off the horse?,yes,original VQA,,,
317,COCO_val2014_000000018666.jpg,18666,Is the man carrying an umbrella?,yes,original VQA,,,
318,COCO_val2014_000000018687.jpg,18687,Is there something wet in the photo?,yes,original VQA,,,
319,COCO_val2014_000000018688.jpg,18688,What inning is it?,5th,original VQA,,,
320,COCO_val2014_000000018699.jpg,18699,Are the women wearing ties?,yes,original VQA,,,
321,COCO_val2014_000000018728.jpg,18728,What is this child doing?,snowboarding,original VQA,,,
322,COCO_val2014_000000018737.jpg,18737,Is it a cold day?,no,original VQA,,,
323,COCO_val2014_000000018750.jpg,18750,Is this a castle?,yes,original VQA,,,
324,COCO_val2014_000000018770.jpg,18770,What is the small box on the wall?,thermostat,original VQA,,,
325,COCO_val2014_000000018771.jpg,18771,How many arches can be seen?,3,original VQA,,,
